Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;Données;;;;;;;;;;;;;;;;
Santé;204;17;3;143 876 000;138 731 138;0;138 731 138;143 876 000;138 731 138;0;138 731 138;;;;;;;;;
Santé;204;17;6;6 492 500;6 130 000;0;6 130 000;6 507 500;6 130 000;0;6 130 000;;;;;;;;;
Santé;204;18;6;149 098 500;130 871 236;0;130 871 236;149 098 500;130 871 236;0;130 871 236;;;;;;;;;
Santé;204;19;3;9 676 107;9 818 576;0;9 818 576;9 676 107;9 818 576;0;9 818 576;;;;;;;;;
Santé;204;19;6;160 902 230;180 470 000;0;180 470 000;160 902 230;180 470 000;0;180 470 000;;;;;;;;;
Sécurités;152;01;2;3 219 547 904;3 351 245 675;0;3 351 245 675;3 219 547 904;3 351 245 675;0;3 351 245 675;;;;;;;;;
Sécurités;152;01;6;0;0;0;0;0;0;0;0;;;;;;;;;
Sécurités;152;02;2;817 399 809;811 276 119;0;811 276 119;817 399 809;811 276 119;0;811 276 119;;;;;;;;;
Sécurités;152;03;2;1 762 847 355;1 797 974 879;0;1 797 974 879;1 762 847 355;1 797 974 879;0;1 797 974 879;;;;;;;;;
Sécurités;152;04;2;768 679 444;684 207 296;0;684 207 296;768 679 444;684 207 296;0;684 207 296;;;;;;;;;
Sécurités;152;04;3;1 069 003 088;1 078 887 974;0;1 078 887 974;1 058 407 699;1 082 629 318;0;1 082 629 318;;;;;;;;;
Sécurités;152;04;5;48 102 122;53 921 416;0;53 921 416;136 513 026;117 662 166;0;117 662 166;;;;;;;;;
Sécurités;152;04;6;3 000;6 000 000;0;6 000 000;11 503 000;13 563 497;0;13 563 497;;;;;;;;;
Sécurités;152;05;2;193 406 206;174 803 111;0;174 803 111;193 406 206;174 803 111;0;174 803 111;;;;;;;;;
Sécurités;161;11;2;7 440 713;7 488 094;0;7 488 094;7 440 713;7 488 094;0;7 488 094;;;;;;;;;
Sécurités;161;11;3;13 562 000;11 850 638;0;11 850 638;13 635 642;11 850 638;0;11 850 638;;;;;;;;;
Sécurités;161;11;5;1 615 000;820 000;0;820 000;11 428 750;7 932 256;0;7 932 256;;;;;;;;;
Sécurités;161;11;6;3 481 119;3 377 251;0;3 377 251;3 481 119;3 377 251;0;3 377 251;;;;;;;;;
Sécurités;161;12;2;147 245 616;148 908 041;0;148 908 041;147 245 616;148 908 041;0;148 908 041;;;;;;;;;
Sécurités;161;12;3;92 171 422;263 619 439;0;263 619 439;92 097 780;96 619 439;0;96 619 439;;;;;;;;;
Sécurités;161;12;5;11 064 774;15 931 967;0;15 931 967;17 611 236;15 267 764;0;15 267 764;;;;;;;;;
Sécurités;161;12;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Sécurités;161;13;2;2 229 064;2 278 436;0;2 278 436;2 229 064;2 278 436;0;2 278 436;;;;;;;;;
Sécurités;161;13;3;16 560 338;16 919 525;0;16 919 525;18 154 865;16 919 525;0;16 919 525;;;;;;;;;
Sécurités;161;13;5;4 650 000;8 400 000;0;8 400 000;13 963 242;14 459 263;0;14 459 263;;;;;;;;;
Sécurités;161;13;6;99 667 666;100 751 274;0;100 751 274;103 567 666;103 601 274;0;103 601 274;;;;;;;;;
Sécurités;161;13;7;2 190 000;3 790 000;0;3 790 000;2 190 000;3 790 000;0;3 790 000;;;;;;;;;
Sécurités;161;14;2;4 407 041;4 184 437;0;4 184 437;4 407 041;4 184 437;0;4 184 437;;;;;;;;;
Sécurités;161;14;3;1 953 700;1 987 590;0;1 987 590;1 953 700;1 987 590;0;1 987 590;;;;;;;;;
Sécurités;161;14;5;150 000;0;0;0;150 000;0;0;0;;;;;;;;;
Sécurités;161;14;6;36 000;20 500;0;20 500;36 000;20 500;0;20 500;;;;;;;;;
Sécurités;176;01;2;1 106 168 779;1 139 287 101;0;1 139 287 101;1 106 168 779;1 139 287 101;0;1 139 287 101;;;;;;;;;
Sécurités;176;01;6;0;0;0;0;0;0;0;0;;;;;;;;;
Sécurités;176;02;2;3 032 880 439;3 083 440 679;0;3 083 440 679;3 032 880 439;3 083 440 679;0;3 083 440 679;;;;;;;;;
Sécurités;176;02;6;0;0;0;0;0;0;0;0;;;;;;;;;
Sécurités;176;03;2;531 848 795;531 602 597;0;531 602 597;531 848 795;531 602 597;0;531 602 597;;;;;;;;;
Sécurités;176;04;2;665 210 733;657 374 361;0;657 374 361;665 210 733;657 374 361;0;657 374 361;;;;;;;;;
Sécurités;176;05;2;2 429 438 033;2 436 865 823;0;2 436 865 823;2 429 438 033;2 436 865 823;0;2 436 865 823;;;;;;;;;
Sécurités;176;06;2;820 674 273;864 794 699;0;864 794 699;820 674 273;864 794 699;0;864 794 699;;;;;;;;;
Sécurités;176;06;3;833 717 528;685 141 173;0;685 141 173;735 592 790;706 904 615;0;706 904 615;;;;;;;;;
Sécurités;176;06;5;148 903 400;160 350 000;0;160 350 000;156 532 400;192 858 200;0;192 858 200;;;;;;;;;
Sécurités;176;06;6;43 492 188;41 500 168;0;41 500 168;43 492 188;41 500 168;0;41 500 168;;;;;;;;;
Sécurités;207;01;2;77 205 368;80 946 350;0;80 946 350;77 205 368;80 946 350;0;80 946 350;;;;;;;;;
Sécurités;207;01;3;3 299 713;2 903 713;0;2 903 713;3 299 713;2 903 713;0;2 903 713;;;;;;;;;
Sécurités;207;01;6;840 000;1 210 000;0;1 210 000;840 000;1 210 000;0;1 210 000;;;;;;;;;
Sécurités;207;02;3;18 680 000;15 632 000;0;15 632 000;18 680 000;15 632 000;0;15 632 000;;;;;;;;;
Sécurités;207;02;6;4 900 000;4 668 000;0;4 668 000;4 900 000;4 668 000;0;4 668 000;;;;;;;;;
Sécurités;207;03;3;13 185 000;13 115 000;0;13 115 000;13 185 000;13 115 000;0;13 115 000;;;;;;;;;
Sécurités;207;03;5;3 800 000;3 800 000;0;3 800 000;3 800 000;3 800 000;0;3 800 000;;;;;;;;;
Sécurités;207;03;6;7 738 000;6 735 000;0;6 735 000;7 738 000;6 735 000;0;6 735 000;;;;;;;;;
Solidarité, insertion et égalité des chances;106;01;6;15 304 444;9 608 199;0;9 608 199;15 304 444;9 608 199;0;9 608 199;;;;;;;;;
Solidarité, insertion et égalité des chances;106;02;6;70 000;0;0;0;70 000;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;106;03;3;3 159 206;3 033 102;0;3 033 102;3 159 206;3 033 102;0;3 033 102;;;;;;;;;
Solidarité, insertion et égalité des chances;106;03;6;226 943 672;235 802 126;0;235 802 126;226 943 672;235 802 126;0;235 802 126;;;;;;;;;
Solidarité, insertion et égalité des chances;124;10;3;23 029 874;21 670 161;0;21 670 161;23 076 444;21 670 161;0;21 670 161;;;;;;;;;
Solidarité, insertion et égalité des chances;124;11;3;28 743 290;25 133 290;0;25 133 290;26 043 290;25 133 290;0;25 133 290;;;;;;;;;
Solidarité, insertion et égalité des chances;124;12;3;85 720 000;52 782 000;0;52 782 000;78 220 000;75 362 000;0;75 362 000;;;;;;;;;
Solidarité, insertion et égalité des chances;124;12;5;0;0;0;0;13 000 000;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;124;13;6;7 800 000;7 480 000;0;7 480 000;7 800 000;7 480 000;0;7 480 000;;;;;;;;;
Solidarité, insertion et égalité des chances;124;14;3;7 450 879;6 152 844;0;6 152 844;7 450 879;6 152 844;0;6 152 844;;;;;;;;;
Solidarité, insertion et égalité des chances;124;15;3;4 182 693;4 015 385;0;4 015 385;4 182 693;4 015 385;0;4 015 385;;;;;;;;;
Solidarité, insertion et égalité des chances;124;15;6;3 070 000;2 942 400;0;2 942 400;3 070 000;2 942 400;0;2 942 400;;;;;;;;;
Solidarité, insertion et égalité des chances;124;16;3;9 018 054;8 173 332;0;8 173 332;9 018 054;8 173 332;0;8 173 332;;;;;;;;;
Solidarité, insertion et égalité des chances;124;16;6;2 100 000;2 500 000;0;2 500 000;2 100 000;2 500 000;0;2 500 000;;;;;;;;;
Solidarité, insertion et égalité des chances;124;17;3;591 125 000;590 497 810;0;590 497 810;591 125 000;590 497 810;0;590 497 810;;;;;;;;;
Solidarité, insertion et égalité des chances;124;18;2;265 093 949;258 902 337;0;258 902 337;265 093 949;258 902 337;0;258 902 337;;;;;;;;;
Solidarité, insertion et égalité des chances;124;18;6;525 000;0;0;0;525 000;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;124;19;2;296 892 138;295 839 115;0;295 839 115;296 892 138;295 839 115;0;295 839 115;;;;;;;;;
Solidarité, insertion et égalité des chances;124;19;6;20 000;0;0;0;20 000;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;124;20;2;10 887 975;11 235 454;0;11 235 454;10 887 975;11 235 454;0;11 235 454;;;;;;;;;
Solidarité, insertion et égalité des chances;124;20;6;103 460;0;0;0;103 460;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;124;21;2;69 085 707;68 952 935;0;68 952 935;69 085 707;68 952 935;0;68 952 935;;;;;;;;;
Solidarité, insertion et égalité des chances;124;21;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Solidarité, insertion et égalité des chances;124;22;2;131 939 555;134 262 784;0;134 262 784;131 939 555;134 262 784;0;134 262 784;;;;;;;;;
Solidarité, insertion et égalité des chances;124;23;3;21 142 500;23 370 373;0;23 370 373;21 142 500;23 370 373;0;23 370 373;;;;;;;;;
Solidarité, insertion et égalité des chances;137;11;6;1 893 858;1 942 841;0;1 942 841;1 893 858;1 942 841;0;1 942 841;;;;;;;;;
Solidarité, insertion et égalité des chances;137;12;6;14 672 739;13 897 922;0;13 897 922;14 672 739;13 897 922;0;13 897 922;;;;;;;;;
Solidarité, insertion et égalité des chances;137;13;3;577 381;1 499 993;0;1 499 993;577 381;1 499 993;0;1 499 993;;;;;;;;;
Solidarité, insertion et égalité des chances;137;14;6;6 317 500;4 525 213;0;4 525 213;6 317 500;4 525 213;0;4 525 213;;;;;;;;;
Solidarité, insertion et égalité des chances;137;15;6;0;2 398 409;0;2 398 409;0;2 398 409;0;2 398 409;;;;;;;;;
Solidarité, insertion et égalité des chances;157;01;6;63 275 783;64 378 040;0;64 378 040;63 275 783;64 378 040;0;64 378 040;;;;;;;;;
Solidarité, insertion et égalité des chances;157;02;6;2 678 737 285;2 706 563 591;0;2 706 563 591;2 678 737 285;2 706 563 591;0;2 706 563 591;;;;;;;;;
Solidarité, insertion et égalité des chances;157;03;6;8 404 845 274;8 648 265 577;0;8 648 265 577;8 404 845 274;8 648 265 577;0;8 648 265 577;;;;;;;;;
Solidarité, insertion et égalité des chances;157;04;6;15 979 373;15 813 429;0;15 813 429;15 979 373;15 813 429;0;15 813 429;;;;;;;;;
Solidarité, insertion et égalité des chances;157;05;6;2 515 030;2 360 000;0;2 360 000;2 515 030;2 360 000;0;2 360 000;;;;;;;;;
Solidarité, insertion et égalité des chances;157;06;3;0;200 000;0;200 000;0;200 000;0;200 000;;;;;;;;;
Solidarité, insertion et égalité des chances;157;06;6;3 885 620;3 862 116;0;3 862 116;3 885 620;3 862 116;0;3 862 116;;;;;;;;;
Solidarité, insertion et égalité des chances;304;11;6;372 970 000;544 000 000;0;544 000 000;372 970 000;544 000 000;0;544 000 000;;;;;;;;;
Solidarité, insertion et égalité des chances;304;12;3;175 000;175 000;0;175 000;175 000;175 000;0;175 000;;;;;;;;;
Solidarité, insertion et égalité des chances;304;12;6;4 908 760;4 825 000;0;4 825 000;4 908 760;4 825 000;0;4 825 000;;;;;;;;;
Solidarité, insertion et égalité des chances;304;13;6;1 177 087;981 487;0;981 487;1 177 087;981 487;0;981 487;;;;;;;;;
Solidarité, insertion et égalité des chances;304;14;6;23 182 288;23 382 392;0;23 382 392;23 182 288;23 382 392;0;23 382 392;;;;;;;;;
Solidarité, insertion et égalité des chances;304;15;6;2 076 571;2 076 571;0;2 076 571;2 076 571;2 076 571;0;2 076 571;;;;;;;;;
Sport, jeunesse et vie associative;163;01;3;300 000;285 000;0;285 000;300 000;285 000;0;285 000;;;;;;;;;
Sport, jeunesse et vie associative;163;01;6;13 033 690;12 399 140;0;12 399 140;13 033 690;12 399 140;0;12 399 140;;;;;;;;;
Sport, jeunesse et vie associative;163;02;3;4 311 800;4 261 800;0;4 261 800;4 311 800;4 261 800;0;4 261 800;;;;;;;;;
Sport, jeunesse et vie associative;163;02;6;69 251 560;66 354 060;0;66 354 060;69 251 560;66 354 060;0;66 354 060;;;;;;;;;
Sport, jeunesse et vie associative;163;04;3;115 580 000;121 200 000;0;121 200 000;115 580 000;121 200 000;0;121 200 000;;;;;;;;;
Sport, jeunesse et vie associative;163;04;6;29 374 100;24 800 000;0;24 800 000;29 374 100;24 800 000;0;24 800 000;;;;;;;;;
Sport, jeunesse et vie associative;219;01;3;4 151 400;4 133 063;0;4 133 063;4 151 400;4 133 063;0;4 133 063;;;;;;;;;
Sport, jeunesse et vie associative;219;01;6;10 678 866;3 034 631;0;3 034 631;10 678 866;3 034 631;0;3 034 631;;;;;;;;;
Sport, jeunesse et vie associative;219;02;3;83 009 646;84 659 752;0;84 659 752;82 773 646;85 088 752;0;85 088 752;;;;;;;;;
Sport, jeunesse et vie associative;219;02;5;13 156 785;15 800 000;0;15 800 000;20 144 095;21 772 565;0;21 772 565;;;;;;;;;
Sport, jeunesse et vie associative;219;02;6;70 033 360;70 194 411;0;70 194 411;70 033 360;70 194 411;0;70 194 411;;;;;;;;;
Sport, jeunesse et vie associative;219;02;7;0;650 000;0;650 000;0;650 000;0;650 000;;;;;;;;;
Sport, jeunesse et vie associative;219;03;3;525 500;512 480;0;512 480;525 500;512 480;0;512 480;;;;;;;;;
Sport, jeunesse et vie associative;219;03;6;18 556 437;18 264 133;0;18 264 133;18 556 437;18 264 133;0;18 264 133;;;;;;;;;
Sport, jeunesse et vie associative;219;04;3;20 593 659;21 101 908;0;21 101 908;20 593 659;21 101 908;0;21 101 908;;;;;;;;;
Sport, jeunesse et vie associative;219;04;6;10 500 876;6 386 057;0;6 386 057;10 500 876;6 386 057;0;6 386 057;;;;;;;;;
Sport, jeunesse et vie associative;411;01;6;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Travail et emploi;102;01;3;1 468 574 359;1 539 351 667;0;1 539 351 667;1 468 574 359;1 539 351 667;0;1 539 351 667;;;;;;;;;
Travail et emploi;102;01;6;1 120 896 141;1 411 348 333;0;1 411 348 333;1 129 896 141;1 425 348 333;0;1 425 348 333;;;;;;;;;
Travail et emploi;102;02;3;117 373 218;108 873 218;0;108 873 218;117 373 218;112 473 218;0;112 473 218;;;;;;;;;
Travail et emploi;102;02;6;5 115 834 709;4 489 121 959;0;4 489 121 959;2 999 750 962;4 145 282 782;0;4 145 282 782;;;;;;;;;
Travail et emploi;103;01;3;13 084 000;11 874 600;0;11 874 600;13 084 000;11 874 600;0;11 874 600;;;;;;;;;
Travail et emploi;103;01;6;319 331 791;1 626 576 971;0;1 626 576 971;355 158 761;857 403 941;0;857 403 941;;;;;;;;;
Travail et emploi;103;02;3;61 000 000;53 062 600;0;53 062 600;61 000 000;53 062 600;0;53 062 600;;;;;;;;;
Travail et emploi;103;02;6;3 012 887 537;1 734 574 119;0;1 734 574 119;3 012 887 537;1 734 574 119;0;1 734 574 119;;;;;;;;;
Travail et emploi;103;03;3;607 500;45 000;0;45 000;607 500;45 000;0;45 000;;;;;;;;;
Travail et emploi;103;03;6;314 693 826;265 018 371;0;265 018 371;296 303 916;257 128 461;0;257 128 461;;;;;;;;;
Travail et emploi;111;01;3;20 030 000;20 030 000;0;20 030 000;20 030 000;20 030 000;0;20 030 000;;;;;;;;;
Travail et emploi;111;01;6;6 560 000;7 080 000;0;7 080 000;7 208 265;5 850 000;0;5 850 000;;;;;;;;;
Travail et emploi;111;02;3;36 689 000;11 098 500;0;11 098 500;10 680 000;7 627 000;0;7 627 000;;;;;;;;;
Travail et emploi;111;02;6;8 343 900;8 170 000;0;8 170 000;8 473 900;8 150 000;0;8 150 000;;;;;;;;;
Travail et emploi;111;03;3;4 416 757;2 635 102;0;2 635 102;5 897 553;2 810 321;0;2 810 321;;;;;;;;;
Travail et emploi;111;03;6;2 530 000;74 430 000;0;74 430 000;26 530 000;26 430 000;0;26 430 000;;;;;;;;;
Travail et emploi;155;02;2;102 457 198;98 541 313;0;98 541 313;102 457 198;98 541 313;0;98 541 313;;;;;;;;;
Travail et emploi;155;03;2;92 435 551;94 769 343;0;94 769 343;92 435 551;94 769 343;0;94 769 343;;;;;;;;;
Travail et emploi;155;04;2;290 491 161;293 830 647;0;293 830 647;290 491 161;293 830 647;0;293 830 647;;;;;;;;;
Travail et emploi;155;05;2;131 229 722;130 872 290;0;130 872 290;131 229 722;130 872 290;0;130 872 290;;;;;;;;;
Travail et emploi;155;05;3;162 819 240;120 637 682;0;120 637 682;124 436 908;129 934 095;0;129 934 095;;;;;;;;;
Travail et emploi;155;05;5;5 536 995;3 142 413;0;3 142 413;6 724 327;4 008 903;0;4 008 903;;;;;;;;;
Travail et emploi;155;05;6;311 000;300 000;0;300 000;311 000;300 000;0;300 000;;;;;;;;;
Travail et emploi;155;06;2;21 902 101;21 936 395;0;21 936 395;21 902 101;21 936 395;0;21 936 395;;;;;;;;;
Travail et emploi;155;06;3;12 775 625;12 444 688;0;12 444 688;12 680 625;12 352 188;0;12 352 188;;;;;;;;;
Travail et emploi;155;07;3;0;0;0;0;0;0;0;0;;;;;;;;;
Travail et emploi;412;01;6;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
